Beam	Quad	Cone	Theta	Phi	PR
B28	28L	49.0	131.0	81.0	0
B17	17L	49.0	131.0	297.0	0
B10	10L	33.2	146.8	207.0	0
B05	5L	33.2	146.8	135.0	0
B22	22L	33.2	146.8	351.0	0
B29	29L	33.2	146.8	63.0	0
B18	18L	33.2	146.8	279.0	0
B11	11L	49.0	131.0	225.0	0
B06	6L	49.0	131.0	153.0	0
B24	24L	49.0	131.0	9.0	0
